100 0.01 1 0.738888888889
100 0.01 2 0.869444444444
100 0.01 3 0.925
100 0.01 4 0.927777777778
100 0.05 1 0.897222222222
100 0.05 2 0.955555555556
100 0.05 3 0.963888888889
100 0.05 4 0.958333333333
100 0.1 1 0.919444444444
100 0.1 2 0.963888888889
100 0.1 3 0.966666666667
100 0.1 4 0.961111111111
100 0.2 1 0.958333333333
100 0.2 2 0.975
100 0.2 3 0.966666666667
100 0.2 4 0.958333333333
100 0.4 1 0.969444444444
100 0.4 2 0.980555555556
100 0.4 3 0.961111111111
100 0.4 4 0.961111111111
200 0.01 1 0.827777777778
200 0.01 2 0.905555555556
200 0.01 3 0.936111111111
200 0.01 4 0.941666666667
200 0.05 1 0.919444444444
200 0.05 2 0.969444444444
200 0.05 3 0.966666666667
200 0.05 4 0.961111111111
200 0.1 1 0.958333333333
200 0.1 2 0.975
200 0.1 3 0.969444444444
200 0.1 4 0.961111111111
200 0.2 1 0.961111111111
200 0.2 2 0.977777777778
200 0.2 3 0.966666666667
200 0.2 4 0.958333333333
200 0.4 1 0.966666666667
200 0.4 2 0.980555555556
200 0.4 3 0.961111111111
200 0.4 4 0.961111111111
400 0.01 1 0.886111111111
400 0.01 2 0.938888888889
400 0.01 3 0.955555555556
400 0.01 4 0.958333333333
400 0.05 1 0.958333333333
400 0.05 2 0.977777777778
400 0.05 3 0.972222222222
400 0.05 4 0.961111111111
400 0.1 1 0.961111111111
400 0.1 2 0.977777777778
400 0.1 3 0.969444444444
400 0.1 4 0.961111111111
400 0.2 1 0.961111111111
400 0.2 2 0.977777777778
400 0.2 3 0.966666666667
400 0.2 4 0.958333333333
400 0.4 1 0.966666666667
400 0.4 2 0.980555555556
400 0.4 3 0.961111111111
400 0.4 4 0.961111111111
800 0.01 1 0.908333333333
800 0.01 2 0.961111111111
800 0.01 3 0.966666666667
800 0.01 4 0.961111111111
800 0.05 1 0.963888888889
800 0.05 2 0.977777777778
800 0.05 3 0.972222222222
800 0.05 4 0.961111111111
800 0.1 1 0.963888888889
800 0.1 2 0.977777777778
800 0.1 3 0.969444444444
800 0.1 4 0.961111111111
800 0.2 1 0.961111111111
800 0.2 2 0.977777777778
800 0.2 3 0.966666666667
800 0.2 4 0.958333333333
800 0.4 1 0.966666666667
800 0.4 2 0.980555555556
800 0.4 3 0.961111111111
800 0.4 4 0.961111111111
1200 0.01 1 0.930555555556
1200 0.01 2 0.969444444444
1200 0.01 3 0.966666666667
1200 0.01 4 0.961111111111
1200 0.05 1 0.963888888889
1200 0.05 2 0.977777777778
1200 0.05 3 0.972222222222
1200 0.05 4 0.961111111111
1200 0.1 1 0.963888888889
1200 0.1 2 0.977777777778
1200 0.1 3 0.969444444444
1200 0.1 4 0.961111111111
1200 0.2 1 0.961111111111
1200 0.2 2 0.977777777778
1200 0.2 3 0.966666666667
1200 0.2 4 0.958333333333
1200 0.4 1 0.966666666667
1200 0.4 2 0.980555555556
1200 0.4 3 0.961111111111
1200 0.4 4 0.961111111111
